URLNO,URL
281,http://jid.oxfordjournals.org/content/179/Supplement_1/ix.long
282,http://www.livescience.com/48311-ebola-causes-symptoms-treatment.html
283,http://www.medicinenet.com/ebola_hemorrhagic_fever_ebola_hf/page2.htm
284,http://www.heraldnet.com/article/20141006/NEWS01/141009256
285,http://www.bbc.com/news/world-africa-26835233
286,http://emedicine.medscape.com/article/216288-clinical
287,http://www.medicinenet.com/zmapp_new_drug_treatment_for_ebola_virus_disease/views.htm
288,http://jama.jamanetwork.com/article.aspx?articleid=207162
289,http://www.bbc.com/news/health-28663217
290,http://emedicine.medscape.com/article/216288-treatment
291,http://www.who.int/medicines/emp_ebola_q_as/en/
292,http://www.cidrap.umn.edu/news-perspective/2014/12/latest-ebola-outbreak-profile-shows-varied-patterns-3-hard-hit-nations
293,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2829893/
294,http://news.nationalgeographic.com/news/2012/07/120731-ebola-uganda-virus-health-world-science/
295,http://emedicine.medscape.com/article/231374-workup
296,http://en.wikipedia.org/wiki/Scrub_typhus
297,https://web.stanford.edu/group/virus/filo/history.html
298,http://www.cdc.gov/cholera/pdf/GDD_Manual_Cholera_chapters_2012_1_11-508c.pdf
299,http://www.who.int/tdr/news/2012/cholera_test_evaluation/en/
300,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3020846/
301,http://www.nytimes.com/health/guides/disease/cholera/overview.html
302,http://www.who.int/mediacentre/news/ebola/06-november-2014/en/
303,http://www.mayoclinic.org/diseases-conditions/ebola-virus/basics/definition/con-20031241
304,http://ebola.emedtv.com/ebola/ebola-history.html
305,http://www.cnn.com/2014/08/07/world/ebola-virus-q-and-a/
306,http://jid.oxfordjournals.org/content/179/Supplement_1/S18.long
307,http://www.washingtonpost.com/news/morning-mix/wp/2014/10/14/the-decades-old-treatment-that-may-save-a-young-dallas-nurse-infected-with-ebola/
308,http://news.sciencemag.org/africa/2014/08/who-ponders-treating-ebola-infected-people-blood-survivors
309,http://www.livescience.com/46479-ebola-treatment-cure.html
310,http://www.nhs.uk/conditions/ebola-virus/pages/ebola-virus.aspx
311,http://www.edocamerica.com/healthtip/HT20140806.html
312,http://www.ncbi.nlm.nih.gov/pubmed/25166884
313,http://www.malaria.com/questions/malaria-recovery-time-2
314,http://www.webmd.com/a-to-z-guides/malaria-what-happens
315,http://www.nhsdirect.wales.nhs.uk/encyclopaedia/m/article/malaria/
316,http://www.diethealthclub.com/askquestion/178/how-long-malaria-virus-stays-in-the-blood-i-had-af.html
317,http://www.mdguidelines.com/cholera
318,http://www.telegraph.co.uk/news/worldnews/africaandindianocean/11000309/The-deadliest-Ebola-outbreak-in-history.html
319,http://myfox8.com/2014/07/30/what-you-need-to-know-about-the-deadliest-ever-outbreak-of-ebola-virus/
320,http://www.gutpathogens.com/content/5/1/1
321,http://www.md-health.com/Ebola-Outbreak-History-and-Statistics.html
322,http://www.nytimes.com/interactive/2014/12/30/science/history-of-ebola-in-24-outbreaks.html
323,http://www.medicalecology.org/water/cholera/cholera.htm
324,http://www.nytimes.com/health/guides/disease/cholera/print.html
325,http://www.realclearscience.com/journal_club/2014/04/21/a_possible_cure_for_ebola_virus_infection_108610.html
326,http://www.washingtonpost.com/world/africa/us-built-ebola-treatment-centers-in-liberia-are-nearly-empty-as-disease-fades/2015/01/18/9acc3e2c-9b52-11e4-86a3-1b56f64925f6_story.html
327,http://www.ox.ac.uk/news/2015-01-07-trial-potential-treatment-ebola-begins-liberia
328,http://www.washingtonpost.com/national/health-science/drug-found-to-cure-ebola-in-monkeys-raises-hope-as-outbreak-spreads-to-senegal/2014/08/29/2e9693ca-2f9f-11e4-bb9b-997ae96fad33_story.html
329,http://www.prevention.com/health/health-concerns/answers-questions-about-ebola-virus-symptoms-and-risks
330,http://www.nytimes.com/health/guides/disease/ebola-hemorrhagic-fever/overview.html
331,http://www.cdc.gov/vhf/ebola/treatment/index.html
332,http://www.cbsnews.com/news/surviving-ebola-for-those-who-live-through-it-what-lies-ahead/
333,https://www.internationalsos.com/ebola/index.cfm?content_id=410&
334,http://www.antimicrobe.org/new/r06.asp
335,http://drexel.edu/now/archive/2014/October/Ebola-quarantine/
336,http://www.humanillnesses.com/Infectious-Diseases-My-Si/Rickettsial-Infections.html
337,http://www.answers.com/Q/What_is_the_recovery_rate_from_endemic_typhus
338,http://www.voanews.com/content/researchers-tests-ebola-treatments-vaccines-accelerating/2535924.html
339,https://student.societyforscience.org/article/ebola-treatments-and-vaccines-could-be-near
340,http://www.washingtonpost.com/news/morning-mix/wp/2014/10/16/study-people-exposed-to-ebola-may-need-to-be-quarantined-longer-than-21-days/
341,http://www.thehealthsite.com/news/latest-ebola-treatment-ebola-vaccine-works-on-monkeys-will-it-work-on-humans/
342,http://currents.plos.org/outbreaks/article/on-the-quarantine-period-for-ebola-virus/
343,http://www.mayoclinic.org/diseases-conditions/ebola-virus/basics/treatment/con-20031241
344,http://www.thecommonsenseshow.com/2014/10/22/new-ebola-study-supports-who-findings-a-21-day-quarantine-is-not-long-enough/
345,http://www.usnews.com/news/articles/2014/10/01/10-things-to-know-about-ebola-after-first-us-diagnosis
346,http://www.healthmap.org/site/diseasedaily/article/ebola-quarantine-or-not-quarantine-82514
347,http://www.npr.org/blogs/health/2014/10/03/353487190/heres-how-an-ebola-quarantine-works-in-the-united-states
348,http://www.bioethics.net/2015/01/ebola-yes-to-isolation-quarantine-and-travel-restrictions-part-i/
349,http://www.vox.com/2014/10/28/7079655/quarantine-explainer
350,http://www.people.com/article/nancy-snyderman-nbc-quarantine-ebola-over
351,http://malaria.emedtv.com/malaria/malaria-incubation-period.html
352,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2395567/
353,http://www.uptodate.com/contents/epidemiology-and-pathogenesis-of-ebola-virus-disease
354,http://remedianetwork.net/2014/09/22/ebola-epidemics-pandemics-and-the-mapping-of-their-containment/
355,http://evolution.berkeley.edu/evolibrary/news/141003_ebola
356,http://www.publichealth.va.gov/exposures/infectious-diseases/malaria.asp
357,https://www.gov.uk/government/publications/malaria-prevention-transmission-symptoms/malaria-transmission-incubation-period-symptoms
358,http://www.pnas.org/content/106/33/13844.full
359,http://www.open.edu/openlearnworks/mod/oucontent/view.php?id=88
360,http://sites.duke.edu/malaria/1-introduction-ddt-and-malaria/malaria/malaria-symptoms/
361,http://www.itg.be/itg/Uploads/MedServ/emalaria.htm
362,http://www.webmd.com/news/20140805/ebola-possible-treatments-vaccines
363,http://emergency.cdc.gov/preparedness/quarantine/qa.asp
364,http://www.washingtonpost.com/news/to-your-health/wp/2014/09/23/health-officials-will-begin-first-ebola-treatment-trials-in-west-africa/
366,http://www.healthmap.org/site/diseasedaily/article/pigs-monkeys-ebola-goes-airborne-112112
365,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3677557/
367,http://www.newyorker.com/magazine/2014/10/27/ebola-wars
368,https://www.gov.uk/government/publications/ebola-origins-reservoirs-transmission-and-guidelines/ebola-origins-reservoirs-transmission-guidelines
369,http://www.branchcollective.org/?ps_articles=pamela-k-gilbert-on-cholera-in-nineteenth-century-england
370,http://www.ncbi.nlm.nih.gov/pubmed/23201968
371,http://www.cnn.com/2014/04/11/health/ebola-fast-facts/
372,http://markduerksen.com/2014/08/04/ebolas-history-3-pre-1976/
373,http://ideas.health.vic.gov.au/bluebook/typhoid.asp
374,http://www.netdoctor.co.uk/travel/diseases/typhoid.htm
375,http://infectiousdiseases.about.com/od/diseasesbyname/a/Typhoid_Fever.htm
376,http://www.patient.co.uk/health/typhoid-and-paratyphoid-fever-leaflet
377,http://wwwnc.cdc.gov/travel/yellowbook/2014/chapter-3-infectious-diseases-related-to-travel/typhoid-and-paratyphoid-fever
378,http://www.britannica.com/EBchecked/topic/611776/typhoid-fever
379,https://www.colorado.gov/pacific/sites/default/files/ComDis_CD-Typhoid-fever.pdf
380,http://www.health24.com/Medical/infectious-diseases/Ebola/Ebola-virus-frequently-asked-questions-20140731
381,http://www.naturalnews.com/047267_Ebola_outbreak_incubation_period_viral_transmission.html#
382,http://www.usnews.com/news/articles/2014/10/02/ebola-incubation-period-allowed-patient-to-slip-into-us
383,http://www.enkicharity.com/ebola-incubation-period.html
384,http://aje.oxfordjournals.org/content/152/3/247.full
